Date,Product Name,City,Quantity Sold,Product Price,Revenue,Day of Week,Month,Season
2020-01-15,Propylthiouracil,Tiruchirappalli,138,90.58,12499.67,2,1,Winter
2020-01-16,Losartan,Erode,146,58.35,8518.53,3,1,Winter
2020-01-16,Probiotics,Vellore,82,38.5,3156.71,3,1,Winter
2020-01-16,Lorazepam,Madurai,118,75.16,8869.0,3,1,Winter
2020-01-16,Glibenclamide,Vellore,78,48.81,3806.89,3,1,Winter
2020-01-16,Carisoprodol,Madurai,123,60.4,7428.78,3,1,Winter
2020-01-17,Simvastatin,Tiruchirappalli,145,65.72,9529.11,4,1,Winter
2020-01-17,Levothyroxine,Thanjavur,98,105.49,10337.8,4,1,Winter
2020-01-17,Oxycodone,Chennai,122,79.3,9674.48,4,1,Winter
2020-01-17,Azithromycin,Tiruchirappalli,125,53.73,6715.91,4,1,Winter
2020-01-17,Sodium Valproate,Tirunelveli,79,101.47,8016.48,4,1,Winter
2020-01-18,Clonazepam,Vellore,143,53.48,7648.17,5,1,Winter
2020-01-18,Cyclobenzaprine,Chennai,107,43.71,4676.73,5,1,Winter
2020-01-18,Levothyroxine,Tirunelveli,137,106.76,14626.03,5,1,Winter
2020-01-18,Venlafaxine,Coimbatore,85,200.95,17080.75,5,1,Winter
2020-01-18,Clarithromycin,Thanjavur,124,59.75,7409.12,5,1,Winter
2020-01-19,Propylthiouracil,Thanjavur,88,89.68,7891.78,6,1,Winter
2020-01-19,Quetiapine,Tirunelveli,130,140.45,18259.14,6,1,Winter
2020-01-19,Clarithromycin,Thanjavur,92,59.09,5436.01,6,1,Winter
2020-01-19,Clonazepam,Vellore,135,52.63,7105.02,6,1,Winter
2020-01-19,Simvastatin,Salem,124,64.94,8053.07,6,1,Winter
2020-01-20,Propylthiouracil,Coimbatore,121,89.74,10858.69,0,1,Winter
2020-01-20,Paroxetine,Salem,142,221.71,31483.47,0,1,Winter
2020-01-20,Duloxetine,Erode,78,193.8,15116.63,0,1,Winter
2020-01-20,Propylthiouracil,Salem,98,90.46,8865.28,0,1,Winter
2020-01-20,Prednisolone,Madurai,93,96.58,8982.21,0,1,Winter
2020-01-21,Vitamins,Erode,103,21.14,2177.33,1,1,Winter
2020-01-21,Clarithromycin,Erode,79,59.68,4714.86,1,1,Winter
2020-01-21,Paroxetine,Tiruchirappalli,135,229.27,30952.06,1,1,Winter
2020-01-21,Codeine,Salem,72,54.47,3922.05,1,1,Winter
2020-01-21,Acetylsalicylic Acid,Coimbatore,82,26.39,2164.03,1,1,Winter
2020-01-22,Cough Syrups,Madurai,123,27.49,3381.6,2,1,Winter
2020-01-22,Clopidogrel,Coimbatore,127,75.68,9611.87,2,1,Winter
2020-01-22,Ezetimibe,Vellore,88,84.55,7440.4,2,1,Winter
2020-01-22,Warfarin,Thanjavur,124,93.14,11549.89,2,1,Winter
2020-01-22,Amoxicillin,Coimbatore,88,43.79,3853.47,2,1,Winter
2020-01-23,Quetiapine,Kanchipuram,143,137.58,19674.31,3,1,Winter
2020-01-23,Olanzapine,Madurai,87,151.99,13223.49,3,1,Winter
2020-01-23,Antihistamines,Kanchipuram,101,43.23,4366.02,3,1,Winter
2020-01-23,Prednisolone,Chennai,112,96.97,10860.3,3,1,Winter
2020-01-23,Antihistamines,Vellore,91,42.28,3847.04,3,1,Winter
2020-01-24,Clonazepam,Coimbatore,96,53.51,5136.88,4,1,Winter
2020-01-24,Azithromycin,Thanjavur,131,52.56,6885.24,4,1,Winter
2020-01-24,Cetirizine,Madurai,144,16.05,2311.09,4,1,Winter
2020-01-24,Loratadine,Chennai,90,21.51,1936.05,4,1,Winter
2020-01-24,Clarithromycin,Chennai,71,58.43,4148.56,4,1,Winter
2020-01-25,Loratadine,Coimbatore,132,21.27,2808.14,5,1,Winter
2020-01-25,Furosemide,Madurai,111,27.26,3025.54,5,1,Winter
2020-01-25,Paroxetine,Tirunelveli,90,228.8,20592.43,5,1,Winter
2020-01-25,Diazepam,Salem,132,63.15,8336.45,5,1,Winter
2020-01-25,Prednisolone,Thanjavur,114,98.07,11179.97,5,1,Winter
2020-01-26,Methotrexate,Erode,104,95.52,9934.42,6,1,Winter
2020-01-26,Clonazepam,Erode,117,54.66,6395.41,6,1,Winter
2020-01-26,Sildenafil,Vellore,84,79.5,6678.4,6,1,Winter
2020-01-26,Cough Syrups,Thanjavur,102,26.3,2682.73,6,1,Winter
2020-01-26,Losartan,Salem,94,58.89,5535.27,6,1,Winter
2020-01-27,Methocarbamol,Vellore,129,47.61,6142.28,0,1,Winter
2020-01-27,Metformin,Tiruchirappalli,122,37.98,4633.87,0,1,Winter
2020-01-27,Quetiapine,Thanjavur,72,142.19,10237.41,0,1,Winter
2020-01-27,Clonazepam,Tirunelveli,110,54.55,5999.95,0,1,Winter
2020-01-27,Methadone,Coimbatore,92,159.25,14650.79,0,1,Winter
2020-01-28,Furosemide,Erode,76,27.36,2079.34,1,1,Winter
2020-01-28,Cetirizine,Salem,138,16.26,2243.53,1,1,Winter
2020-01-28,Aspirin,Thanjavur,95,27.45,2607.54,1,1,Winter
2020-01-28,Methocarbamol,Tirunelveli,148,49.42,7313.5,1,1,Winter
2020-01-28,Cyclobenzaprine,Coimbatore,107,43.33,4636.16,1,1,Winter
2020-01-29,Omeprazole,Thanjavur,108,48.47,5235.23,2,1,Winter
2020-01-29,Quetiapine,Tiruchirappalli,105,137.39,14425.82,2,1,Winter
2020-01-29,Cyclobenzaprine,Tiruchirappalli,77,43.64,3359.97,2,1,Winter
2020-01-29,Duloxetine,Kanchipuram,79,190.08,15016.15,2,1,Winter
2020-01-29,Acetylsalicylic Acid,Chennai,100,26.75,2674.74,2,1,Winter
2020-01-30,Omeprazole,Tirunelveli,136,48.52,6598.96,3,1,Winter
2020-01-30,Acetaminophen,Coimbatore,120,21.95,2633.88,3,1,Winter
2020-01-30,Cyclobenzaprine,Coimbatore,82,43.34,3553.81,3,1,Winter
2020-01-30,Methadone,Madurai,102,157.53,16067.61,3,1,Winter
2020-01-30,Nifedipine,Coimbatore,82,54.83,4496.06,3,1,Winter
2020-01-31,Acetaminophen,Madurai,130,21.79,2832.73,4,1,Winter
2020-01-31,Fluoxetine,Chennai,109,231.71,25255.99,4,1,Winter
2020-01-31,Sertraline,Salem,130,211.98,27557.58,4,1,Winter
2020-01-31,Sildenafil,Tiruchirappalli,145,78.81,11427.86,4,1,Winter
2020-01-31,Omeprazole,Tiruchirappalli,99,49.42,4892.95,4,1,Winter
2020-02-01,Bupropion,Tiruchirappalli,71,258.17,18330.18,5,2,Winter
2020-02-01,Acetaminophen,Vellore,128,21.62,2767.35,5,2,Winter
2020-02-01,Pregabalin,Thanjavur,108,73.94,7985.09,5,2,Winter
2020-02-01,Diphenhydramine,Vellore,123,32.65,4015.79,5,2,Winter
2020-02-01,Loratadine,Vellore,127,21.52,2733.27,5,2,Winter
2020-02-02,Metoprolol,Salem,71,42.12,2990.62,6,2,Winter
2020-02-02,Clopidogrel,Salem,143,73.8,10553.27,6,2,Winter
2020-02-02,Ezetimibe,Vellore,81,84.35,6832.75,6,2,Winter
2020-02-02,Acetylsalicylic Acid,Madurai,118,27.37,3229.74,6,2,Winter
2020-02-02,Loratadine,Madurai,85,21.93,1863.87,6,2,Winter
2020-02-03,Clonazepam,Tiruchirappalli,119,52.97,6303.72,0,2,Winter
2020-02-03,Quetiapine,Madurai,130,138.37,17988.31,0,2,Winter
2020-02-03,Clopidogrel,Chennai,101,75.16,7590.93,0,2,Winter
2020-02-03,Olanzapine,Tiruchirappalli,87,153.48,13353.12,0,2,Winter
2020-02-03,Tamsulosin,Salem,129,58.19,7506.06,0,2,Winter
2020-02-04,Antacids,Vellore,116,16.25,1885.41,1,2,Winter
2020-02-04,Metoprolol,Chennai,120,43.32,5198.04,1,2,Winter
2020-02-04,Omeprazole,Thanjavur,114,48.93,5577.76,1,2,Winter
2020-02-04,Topiramate,Salem,74,120.22,8896.14,1,2,Winter
2020-02-04,Clarithromycin,Vellore,92,59.76,5497.58,1,2,Winter
2020-02-05,Gabapentin,Coimbatore,127,63.89,8114.57,2,2,Winter
2020-02-05,Vitamins,Tirunelveli,72,21.81,1570.13,2,2,Winter
2020-02-05,Ibuprofen,Chennai,126,32.92,4147.79,2,2,Winter
2020-02-05,Topiramate,Erode,128,118.69,15191.97,2,2,Winter
2020-02-05,Vitamins,Thanjavur,114,21.4,2439.19,2,2,Winter
2020-02-06,Antihistamines,Tiruchirappalli,72,43.13,3105.25,3,2,Winter
2020-02-06,Clopidogrel,Erode,87,74.06,6443.53,3,2,Winter
2020-02-06,Venlafaxine,Madurai,130,203.06,26397.61,3,2,Winter
2020-02-06,Tamsulosin,Salem,74,59.25,4384.17,3,2,Winter
2020-02-06,Topiramate,Madurai,90,119.85,10786.69,3,2,Winter
2020-02-07,Bupropion,Chennai,103,257.78,26551.18,4,2,Winter
2020-02-07,Methotrexate,Chennai,116,95.16,11038.99,4,2,Winter
2020-02-07,Metoprolol,Vellore,137,43.02,5894.27,4,2,Winter
2020-02-07,Paracetamol,Tiruchirappalli,120,21.3,2555.99,4,2,Winter
2020-02-07,Pregabalin,Thanjavur,90,75.45,6790.73,4,2,Winter
2020-02-08,Quetiapine,Chennai,120,142.77,17132.67,5,2,Winter
2020-02-08,Methadone,Coimbatore,77,162.1,12482.06,5,2,Winter
2020-02-08,Doxycycline,Tirunelveli,145,87.87,12741.44,5,2,Winter
2020-02-08,Paroxetine,Erode,124,223.24,27681.16,5,2,Winter
2020-02-08,Clarithromycin,Chennai,140,59.25,8294.37,5,2,Winter
2020-02-09,Clopidogrel,Erode,136,75.92,10325.01,6,2,Winter
2020-02-09,Aspirin,Tiruchirappalli,143,27.2,3888.91,6,2,Winter
2020-02-09,Cough Syrups,Salem,94,26.95,2533.63,6,2,Winter
2020-02-09,Ranitidine,Salem,111,27.25,3024.26,6,2,Winter
2020-02-09,Glibenclamide,Madurai,70,48.67,3406.74,6,2,Winter
2020-02-10,Alprazolam,Chennai,93,74.29,6909.23,0,2,Winter
2020-02-10,Clonazepam,Madurai,147,53.35,7842.12,0,2,Winter
2020-02-10,Propylthiouracil,Thanjavur,121,90.01,10891.0,0,2,Winter
2020-02-10,Acetaminophen,Tiruchirappalli,103,21.45,2209.0,0,2,Winter
2020-02-10,Paracetamol,Coimbatore,99,21.6,2138.54,0,2,Winter
2020-02-11,Hydrochlorothiazide,Kanchipuram,108,32.9,3553.34,1,2,Winter
2020-02-11,Paroxetine,Vellore,146,228.56,33369.69,1,2,Winter
2020-02-11,Glibenclamide,Tirunelveli,93,48.28,4490.42,1,2,Winter
2020-02-11,Acetaminophen,Tirunelveli,97,21.52,2087.71,1,2,Winter
2020-02-11,Methotrexate,Tirunelveli,123,94.92,11675.38,1,2,Winter
2020-02-12,Omeprazole,Tirunelveli,103,48.7,5016.22,2,2,Winter
2020-02-12,Buprenorphine,Thanjavur,141,170.13,23988.61,2,2,Winter
2020-02-12,Diphenhydramine,Tirunelveli,110,32.49,3574.35,2,2,Winter
2020-02-12,Buprenorphine,Coimbatore,145,170.34,24700.0,2,2,Winter
2020-02-12,Ranitidine,Tirunelveli,94,26.64,2504.46,2,2,Winter
2020-02-13,Oxycodone,Coimbatore,126,79.95,10073.61,3,2,Winter
2020-02-13,Bupropion,Kanchipuram,129,253.67,32723.9,3,2,Winter
2020-02-13,Antihistamines,Erode,81,42.71,3459.25,3,2,Winter
2020-02-13,Ibuprofen,Salem,117,32.01,3745.26,3,2,Winter
2020-02-13,Quetiapine,Vellore,149,141.15,21031.67,3,2,Winter
2020-02-14,Methocarbamol,Chennai,107,49.05,5248.86,4,2,Winter
2020-02-14,Diphenhydramine,Tiruchirappalli,127,32.7,4153.27,4,2,Winter
2020-02-14,Probiotics,Tiruchirappalli,143,37.95,5427.15,4,2,Winter
2020-02-14,Warfarin,Madurai,73,91.13,6652.75,4,2,Winter
2020-02-14,Cyclobenzaprine,Kanchipuram,96,42.83,4111.22,4,2,Winter
2020-02-15,Cetirizine,Tirunelveli,132,16.22,2140.96,5,2,Winter
2020-02-15,Sertraline,Tirunelveli,84,215.71,18120.01,5,2,Winter
2020-02-15,Ezetimibe,Thanjavur,70,86.44,6050.82,5,2,Winter
2020-02-15,Metoprolol,Chennai,123,42.94,5281.91,5,2,Winter
2020-02-15,Amoxicillin,Thanjavur,109,42.69,4652.72,5,2,Winter
2020-02-16,Lorazepam,Tirunelveli,71,75.03,5326.99,6,2,Winter
2020-02-16,Hydrocodone,Erode,93,63.75,5928.57,6,2,Winter
2020-02-16,Antacids,Erode,92,16.42,1510.29,6,2,Winter
2020-02-16,Buprenorphine,Chennai,118,175.31,20686.84,6,2,Winter
2020-02-16,Amoxicillin,Tiruchirappalli,89,43.31,3854.23,6,2,Winter
2020-02-17,Quetiapine,Vellore,105,137.7,14457.99,0,2,Winter
2020-02-17,Clopidogrel,Kanchipuram,136,73.86,10045.17,0,2,Winter
2020-02-17,Lorazepam,Madurai,119,76.79,9138.55,0,2,Winter
2020-02-17,Duloxetine,Tiruchirappalli,72,189.17,13620.0,0,2,Winter
2020-02-17,Propylthiouracil,Tiruchirappalli,120,93.31,11197.08,0,2,Winter
2020-02-18,Codeine,Tirunelveli,123,53.94,6634.43,1,2,Winter
2020-02-18,Acetylsalicylic Acid,Chennai,148,27.11,4012.55,1,2,Winter
2020-02-18,Sildenafil,Salem,143,81.09,11595.3,1,2,Winter
2020-02-18,Cetirizine,Vellore,145,16.19,2348.23,1,2,Winter
2020-02-18,Losartan,Madurai,80,58.81,4705.13,1,2,Winter
2020-02-19,Codeine,Madurai,141,53.35,7522.15,2,2,Winter
2020-02-19,Omeprazole,Thanjavur,134,47.99,6430.97,2,2,Winter
2020-02-19,Olanzapine,Chennai,121,149.14,18045.6,2,2,Winter
2020-02-19,Pregabalin,Vellore,143,76.8,10981.75,2,2,Winter
2020-02-19,Simvastatin,Erode,100,63.93,6392.71,2,2,Winter
2020-02-20,Bupropion,Vellore,126,254.31,32042.83,3,2,Winter
2020-02-20,Warfarin,Erode,110,91.03,10012.83,3,2,Winter
2020-02-20,Cough Syrups,Kanchipuram,135,27.04,3650.35,3,2,Winter
2020-02-20,Diazepam,Chennai,144,64.18,9241.74,3,2,Winter
2020-02-20,Methotrexate,Kanchipuram,94,94.92,8922.23,3,2,Winter
2020-02-21,Codeine,Chennai,91,53.77,4893.3,4,2,Winter
2020-02-21,Fluoxetine,Madurai,108,239.76,25894.47,4,2,Winter
2020-02-21,Clonazepam,Tirunelveli,112,54.35,6087.35,4,2,Winter
2020-02-21,Buprenorphine,Coimbatore,150,174.3,26145.53,4,2,Winter
2020-02-21,Sertraline,Salem,99,215.97,21380.83,4,2,Winter
2020-02-22,Sodium Valproate,Kanchipuram,134,103.34,13847.69,5,2,Winter
2020-02-22,Diazepam,Madurai,130,64.6,8398.59,5,2,Winter
2020-02-22,Levothyroxine,Madurai,91,109.08,9926.56,5,2,Winter
2020-02-22,Risperidone,Vellore,97,127.73,12389.57,5,2,Winter
2020-02-22,Carisoprodol,Madurai,136,58.33,7933.25,5,2,Winter
2020-02-23,Methocarbamol,Madurai,106,48.64,5155.61,6,2,Winter
2020-02-23,Bupropion,Salem,81,256.76,20797.72,6,2,Winter
2020-02-23,Metformin,Thanjavur,99,36.96,3658.96,6,2,Winter
2020-02-23,Losartan,Coimbatore,85,59.9,5091.9,6,2,Winter
2020-02-23,Acetaminophen,Chennai,138,21.6,2980.84,6,2,Winter
2020-02-24,Hydrochlorothiazide,Coimbatore,97,31.51,3056.77,0,2,Winter
2020-02-24,Carisoprodol,Coimbatore,126,59.88,7545.47,0,2,Winter
2020-02-24,Cetirizine,Erode,148,16.45,2434.15,0,2,Winter
2020-02-24,Cough Syrups,Erode,97,26.46,2566.63,0,2,Winter
2020-02-24,Loratadine,Vellore,89,21.19,1885.74,0,2,Winter
2020-02-25,Paracetamol,Erode,135,21.22,2865.32,1,2,Winter
2020-02-25,Glibenclamide,Salem,99,48.57,4808.44,1,2,Winter
2020-02-25,Buprenorphine,Thanjavur,102,174.77,17826.24,1,2,Winter
2020-02-25,Losartan,Tiruchirappalli,73,57.95,4230.22,1,2,Winter
2020-02-25,Metformin,Kanchipuram,106,38.43,4073.14,1,2,Winter
2020-02-26,Cyclobenzaprine,Salem,146,43.5,6351.1,2,2,Winter
2020-02-26,Vitamins,Madurai,72,21.82,1571.19,2,2,Winter
2020-02-26,Diphenhydramine,Vellore,91,32.7,2975.38,2,2,Winter
2020-02-26,Pregabalin,Erode,140,74.25,10394.83,2,2,Winter
2020-02-26,Antacids,Salem,92,16.13,1484.0,2,2,Winter
2020-02-27,Alprazolam,Madurai,133,75.79,10080.24,3,2,Winter
2020-02-27,Losartan,Erode,102,58.52,5969.15,3,2,Winter
2020-02-27,Venlafaxine,Chennai,87,206.51,17966.01,3,2,Winter
2020-02-27,Sertraline,Kanchipuram,96,211.12,20267.48,3,2,Winter
2020-02-27,Levothyroxine,Vellore,74,109.76,8122.1,3,2,Winter
2020-02-28,Cetirizine,Coimbatore,146,15.91,2322.34,4,2,Winter
2020-02-28,Alprazolam,Salem,144,76.12,10960.59,4,2,Winter
2020-02-28,Metoprolol,Salem,119,42.93,5108.79,4,2,Winter
2020-02-28,Duloxetine,Kanchipuram,82,195.16,16003.4,4,2,Winter
2020-02-28,Antacids,Madurai,74,15.87,1174.42,4,2,Winter
2020-02-29,Gabapentin,Madurai,125,64.81,8100.74,5,2,Winter
2020-02-29,Clopidogrel,Thanjavur,108,76.67,8280.3,5,2,Winter
2020-02-29,Azithromycin,Vellore,134,52.85,7082.08,5,2,Winter
2020-02-29,Levothyroxine,Chennai,101,108.27,10934.79,5,2,Winter
2020-02-29,Prednisolone,Vellore,89,96.32,8572.37,5,2,Winter
2020-03-01,Hydrochlorothiazide,Erode,94,30.0,2820.0,6,3,Spring
2020-03-01,Acetylsalicylic Acid,Salem,68,25.0,1700.0,6,3,Spring
2020-03-01,Codeine,Kanchipuram,65,50.0,3250.0,6,3,Spring
2020-03-01,Probiotics,Coimbatore,90,35.0,3150.0,6,3,Spring
2020-03-01,Vitamins,Erode,83,20.0,1660.0,6,3,Spring
2020-03-02,Sodium Valproate,Erode,63,95.0,5985.0,0,3,Spring
2020-03-02,Antacids,Madurai,79,15.0,1185.0,0,3,Spring
2020-03-02,Clopidogrel,Vellore,49,70.0,3430.0,0,3,Spring
2020-03-02,Methadone,Tirunelveli,98,150.0,14700.0,0,3,Spring
2020-03-02,Azithromycin,Vellore,64,50.0,3200.0,0,3,Spring
2020-03-03,Diphenhydramine,Kanchipuram,92,30.0,2760.0,1,3,Spring
2020-03-03,Sertraline,Kanchipuram,54,200.0,10800.0,1,3,Spring
2020-03-03,Nifedipine,Kanchipuram,54,50.0,2700.0,1,3,Spring
2020-03-03,Probiotics,Tirunelveli,94,35.0,3290.0,1,3,Spring
2020-03-03,Venlafaxine,Chennai,42,190.0,7980.0,1,3,Spring
2020-03-04,Antihistamines,Erode,75,40.0,3000.0,2,3,Spring
2020-03-04,Sodium Valproate,Coimbatore,48,95.0,4560.0,2,3,Spring
2020-03-04,Glibenclamide,Kanchipuram,62,45.0,2790.0,2,3,Spring
2020-03-04,Clonazepam,Tirunelveli,48,50.0,2400.0,2,3,Spring
2020-03-04,Tamsulosin,Thanjavur,75,55.0,4125.0,2,3,Spring
2020-03-05,Antacids,Tirunelveli,62,15.0,930.0,3,3,Spring
2020-03-05,Methocarbamol,Tirunelveli,72,45.0,3240.0,3,3,Spring
2020-03-05,Risperidone,Madurai,96,120.0,11520.0,3,3,Spring
2020-03-05,Losartan,Tirunelveli,71,55.0,3905.0,3,3,Spring
2020-03-05,Clopidogrel,Madurai,86,70.0,6020.0,3,3,Spring
2020-03-06,Clonazepam,Vellore,79,50.0,3950.0,4,3,Spring
2020-03-06,Clonazepam,Tiruchirappalli,85,50.0,4250.0,4,3,Spring
2020-03-06,Probiotics,Madurai,83,35.0,2905.0,4,3,Spring
2020-03-06,Losartan,Tiruchirappalli,46,55.0,2530.0,4,3,Spring
2020-03-06,Cetirizine,Chennai,88,15.0,1320.0,4,3,Spring
2020-03-07,Acetylsalicylic Acid,Tiruchirappalli,44,25.0,1100.0,5,3,Spring
2020-03-07,Probiotics,Salem,70,35.0,2450.0,5,3,Spring
2020-03-07,Vitamins,Kanchipuram,67,20.0,1340.0,5,3,Spring
2020-03-07,Oxycodone,Chennai,87,75.0,6525.0,5,3,Spring
2020-03-07,Gabapentin,Vellore,88,60.0,5280.0,5,3,Spring
2020-03-08,Bupropion,Vellore,98,240.0,23520.0,6,3,Spring
2020-03-08,Probiotics,Erode,61,35.0,2135.0,6,3,Spring
2020-03-08,Glibenclamide,Erode,46,45.0,2070.0,6,3,Spring
2020-03-08,Antacids,Kanchipuram,64,15.0,960.0,6,3,Spring
2020-03-08,Carisoprodol,Thanjavur,50,55.0,2750.0,6,3,Spring
2020-03-09,Aspirin,Chennai,86,25.0,2150.0,0,3,Spring
2020-03-09,Propylthiouracil,Thanjavur,53,85.0,4505.0,0,3,Spring
2020-03-09,Pregabalin,Chennai,90,70.0,6300.0,0,3,Spring
2020-03-09,Duloxetine,Tirunelveli,84,180.0,15120.0,0,3,Spring
2020-03-09,Alprazolam,Tiruchirappalli,76,70.0,5320.0,0,3,Spring
2020-03-10,Aspirin,Thanjavur,95,25.0,2375.0,1,3,Spring
2020-03-10,Clopidogrel,Tiruchirappalli,71,70.0,4970.0,1,3,Spring
2020-03-10,Hydrocodone,Tirunelveli,70,60.0,4200.0,1,3,Spring
2020-03-10,Warfarin,Erode,59,85.0,5015.0,1,3,Spring
2020-03-10,Bupropion,Chennai,88,240.0,21120.0,1,3,Spring
2020-03-11,Diphenhydramine,Coimbatore,50,30.0,1500.0,2,3,Spring
2020-03-11,Amoxicillin,Salem,84,40.0,3360.0,2,3,Spring
2020-03-11,Cetirizine,Thanjavur,83,15.0,1245.0,2,3,Spring
2020-03-11,Probiotics,Madurai,91,35.0,3185.0,2,3,Spring
2020-03-11,Tamsulosin,Kanchipuram,88,55.0,4840.0,2,3,Spring
2020-03-12,Sertraline,Kanchipuram,91,200.0,18200.0,3,3,Spring
2020-03-12,Simvastatin,Chennai,85,60.0,5100.0,3,3,Spring
2020-03-12,Quetiapine,Madurai,89,130.0,11570.0,3,3,Spring
2020-03-12,Paroxetine,Tirunelveli,54,210.0,11340.0,3,3,Spring
2020-03-12,Aspirin,Coimbatore,80,25.0,2000.0,3,3,Spring
2020-03-13,Tamsulosin,Thanjavur,50,55.0,2750.0,4,3,Spring
2020-03-13,Oxycodone,Vellore,45,75.0,3375.0,4,3,Spring
2020-03-13,Metformin,Tiruchirappalli,99,35.0,3465.0,4,3,Spring
2020-03-13,Diphenhydramine,Salem,89,30.0,2670.0,4,3,Spring
2020-03-13,Warfarin,Salem,81,85.0,6885.0,4,3,Spring
2020-03-14,Methocarbamol,Thanjavur,62,45.0,2790.0,5,3,Spring
2020-03-14,Levothyroxine,Coimbatore,42,100.0,4200.0,5,3,Spring
2020-03-14,Tamsulosin,Erode,77,55.0,4235.0,5,3,Spring
2020-03-14,Cough Syrups,Coimbatore,80,25.0,2000.0,5,3,Spring
2020-03-14,Codeine,Erode,74,50.0,3700.0,5,3,Spring
2020-03-15,Hydrochlorothiazide,Chennai,62,30.0,1860.0,6,3,Spring
2020-03-15,Sertraline,Salem,87,200.0,17400.0,6,3,Spring
2020-03-15,Simvastatin,Chennai,94,60.0,5640.0,6,3,Spring
2020-03-15,Codeine,Coimbatore,72,50.0,3600.0,6,3,Spring
2020-03-15,Glibenclamide,Salem,49,45.0,2205.0,6,3,Spring
2020-03-16,Azithromycin,Chennai,74,50.0,3700.0,0,3,Spring
2020-03-16,Buprenorphine,Salem,86,160.0,13760.0,0,3,Spring
2020-03-16,Metoprolol,Salem,92,40.0,3680.0,0,3,Spring
2020-03-16,Ranitidine,Tiruchirappalli,81,25.0,2025.0,0,3,Spring
2020-03-16,Doxycycline,Thanjavur,58,80.0,4640.0,0,3,Spring
2020-03-17,Topiramate,Kanchipuram,72,110.0,7920.0,1,3,Spring
2020-03-17,Olanzapine,Erode,78,140.0,10920.0,1,3,Spring
2020-03-17,Quetiapine,Erode,93,130.0,12090.0,1,3,Spring
2020-03-17,Hydrocodone,Tirunelveli,82,60.0,4920.0,1,3,Spring
2020-03-17,Paroxetine,Coimbatore,89,210.0,18690.0,1,3,Spring
2020-03-18,Methadone,Salem,74,150.0,11100.0,2,3,Spring
2020-03-18,Fluoxetine,Kanchipuram,74,220.0,16280.0,2,3,Spring
2020-03-18,Clonazepam,Salem,95,50.0,4750.0,2,3,Spring
2020-03-18,Paroxetine,Kanchipuram,91,210.0,19110.0,2,3,Spring
2020-03-18,Gabapentin,Vellore,52,60.0,3120.0,2,3,Spring
2020-03-19,Furosemide,Coimbatore,80,25.0,2000.0,3,3,Spring
2020-03-19,Warfarin,Thanjavur,54,85.0,4590.0,3,3,Spring
2020-03-19,Losartan,Salem,44,55.0,2420.0,3,3,Spring
2020-03-19,Paracetamol,Vellore,44,20.0,880.0,3,3,Spring
2020-03-19,Omeprazole,Thanjavur,51,45.0,2295.0,3,3,Spring
2020-03-20,Loratadine,Madurai,97,20.0,1940.0,4,3,Spring
2020-03-20,Oxycodone,Madurai,54,75.0,4050.0,4,3,Spring
2020-03-20,Olanzapine,Madurai,90,140.0,12600.0,4,3,Spring
2020-03-20,Doxycycline,Salem,60,80.0,4800.0,4,3,Spring
2020-03-20,Olanzapine,Tirunelveli,64,140.0,8960.0,4,3,Spring
2020-03-21,Antihistamines,Tirunelveli,93,40.0,3720.0,5,3,Spring
2020-03-21,Ezetimibe,Madurai,78,80.0,6240.0,5,3,Spring
2020-03-21,Sodium Valproate,Erode,96,95.0,9120.0,5,3,Spring
2020-03-21,Nifedipine,Vellore,89,50.0,4450.0,5,3,Spring
2020-03-21,Ranitidine,Tiruchirappalli,97,25.0,2425.0,5,3,Spring
2020-03-22,Fluoxetine,Erode,65,220.0,14300.0,6,3,Spring
2020-03-22,Vitamins,Erode,88,20.0,1760.0,6,3,Spring
2020-03-22,Clonazepam,Madurai,75,50.0,3750.0,6,3,Spring
2020-03-22,Amoxicillin,Salem,63,40.0,2520.0,6,3,Spring
2020-03-22,Antihistamines,Coimbatore,40,40.0,1600.0,6,3,Spring
2020-03-23,Warfarin,Tiruchirappalli,76,85.0,6460.0,0,3,Spring
2020-03-23,Propylthiouracil,Vellore,84,85.0,7140.0,0,3,Spring
2020-03-23,Vitamins,Kanchipuram,91,20.0,1820.0,0,3,Spring
2020-03-23,Antihistamines,Vellore,83,40.0,3320.0,0,3,Spring
2020-03-23,Hydrocodone,Thanjavur,65,60.0,3900.0,0,3,Spring
2020-03-24,Ezetimibe,Coimbatore,44,80.0,3520.0,1,3,Spring
2020-03-24,Furosemide,Erode,70,25.0,1750.0,1,3,Spring
2020-03-24,Sodium Valproate,Chennai,90,95.0,8550.0,1,3,Spring
2020-03-24,Ezetimibe,Erode,48,80.0,3840.0,1,3,Spring
2020-03-24,Antihistamines,Tirunelveli,48,40.0,1920.0,1,3,Spring
2020-03-25,Topiramate,Coimbatore,45,110.0,4950.0,2,3,Spring
2020-03-25,Omeprazole,Madurai,90,45.0,4050.0,2,3,Spring
2020-03-25,Ibuprofen,Thanjavur,55,30.0,1650.0,2,3,Spring
2020-03-25,Amoxicillin,Kanchipuram,97,40.0,3880.0,2,3,Spring
2020-03-25,Gabapentin,Tiruchirappalli,76,60.0,4560.0,2,3,Spring
2020-03-26,Quetiapine,Coimbatore,57,130.0,7410.0,3,3,Spring
2020-03-26,Antacids,Coimbatore,84,15.0,1260.0,3,3,Spring
2020-03-26,Paracetamol,Tirunelveli,55,20.0,1100.0,3,3,Spring
